tripadvisor_attractions_id,name,rating,review_count,image_url,page_link,description,duration,area,address,city,state,zipcode,created_at,lat,lng,status,country
379,E Front Street,4.6,938,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/b6/1e/b3/yum-kilwin-s-is-the-place.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g42758-d269928-Reviews-E_Front_Street-Traverse_City_Grand_Traverse_County_Michigan.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
380,Chain of Craters Road,4.7,368,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/a7/23/56/photo9jpg.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g29217-d108928-Reviews-Chain_of_Craters_Road-Island_of_Hawaii_Hawaii.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
381,Radiator Springs Racers,4.8,257,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/72/4b/87/in-our-race-around-the.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g29092-d8562901-Reviews-Radiator_Springs_Racers-Anaheim_California.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
382,Minnehaha Falls,4.6,511,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/b0/8a/3e/view-from-lower-level.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g43323-d10638737-Reviews-Minnehaha_Falls-Minneapolis_Minnesota.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
383,Big Sky Resort,4.5,"1,400",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/99/26/7c/big-sky-resort.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g45082-d107415-Reviews-Big_Sky_Resort-Big_Sky_Montana.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
384,Chatham Manor,4.4,400,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/52/49/22/photo1jpg.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g60824-d3211172-Reviews-Chatham_Manor-Fredericksburg_Virginia.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
385,Brown University,4.6,463,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ae/f5/0d/dept-of-economics.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g60946-d108524-Reviews-Brown_University-Providence_Rhode_Island.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
386,Governor's Palace,4.7,"2,547",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e8/a5/4c/photo5jpg.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g58313-d143926-Reviews-Governor_s_Palace-Williamsburg_Virginia.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
387,Barefoot Landing,4.3,"4,037",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/75/60/6e/big-chill-island-house.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g54371-d268825-Reviews-Barefoot_Landing-North_Myrtle_Beach_South_Carolina.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
388,The Gentle Barn,4.6,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/af/43/98/caption.jpg?w=300&h=300&s=1,https://www.tripadvisor.in/Attraction_Review-g33047-d2641502-Reviews-The_Gentle_Barn-Santa_Clarita_California.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
389,The National Quilt Museum,4.7,"1,109",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/d1/f8/12/visitors-enjoy-the-exhibitions.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g39725-d270438-Reviews-The_National_Quilt_Museum-Paducah_Kentucky.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
390,Main Street Hyannis,4.1,"1,171",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/5a/9e/0e/hyannis-juste-derriere.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g41623-d667278-Reviews-Main_Street_Hyannis-Hyannis_Cape_Cod_Massachusetts.html,nan,nan,nan,nan,nan,nan,nan,2025-11-06 12:12:35,,,,
391,John F. Kennedy Memorial,4.2,677,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/8c/9b/66/img-20161023-111344146.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g41623-d482191-Reviews-John_F_Kennedy_Memorial-Hyannis_Cape_Cod_Massachusetts.html,"About 5 of 5 bubbles Jun 2024 John F. Kennedy Memorial ... visiting the memorial a moving experience and a fitting tribute to the enduring legacy of President John F. Kenne... By Pontakorn W  5 of 5 bubbles Jun 2024 Nice memorial Benches, plenty of parking and very clean area overlooking the water . By JP  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing About 5 of 5 bubbles Jun 2024 John F. Kennedy Memorial ... visiting the memorial a moving experience and a fitting tribute to the enduring legacy of President John F. Kenne... By Pontakorn W  5 of 5 bubbles Jun 2024 Nice memorial Benches, plenty of parking and very clean area overlooking the water . By JP  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing",nan,"Ocean Street, Hyannis, MA 02601",Ocean Street,Hyannis,MA,02601,2025-11-06 12:12:35,,,,United States
392,Intel Museum,4.2,265,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/1d/9e/cb/photo0jpg.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g33046-d102391-Reviews-Intel_Museum-Santa_Clara_California.html,"About You can take a self-guided tour of the museum at Intel, manufacturer of 85% of all PC microchips.  5 of 5 bubbles Feb 2025 Excellent museum on Intel and chip technology. It would be nice to have some of the history in a booklet which could be brought in the shop. By Coastal597740  4 of 5 bubbles Mar 2024 More to see than some of our other stops in Silicon Valley Probably the best place we visited in Silicon Valley in terms of things to look at, and free. By Sarah G  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 9:00 AM - 5:00 PM Tuesday 9:00 AM - 5:00 PM Wednesday 9:00 AM - 5:00 PM Thursday 9:00 AM - 5:00 PM Friday 9:00 AM - 5:00 PM Saturday Closed Sunday Closed Monday 9:00 AM - 5:00 PM Suggest edits to improve what we show. Improve this listing About You can take a self-guided tour of the museum at Intel, manufacturer of 85% of all PC microchips.  5 of 5 bubbles Feb 2025 Excellent museum on Intel and chip technology. It would be nice to have some of the history in a booklet which could be brought in the shop. By Coastal597740  4 of 5 bubbles Mar 2024 More to see than some of our other stops in Silicon Valley Probably the best place we visited in Silicon Valley in terms of things to look at, and free. By Sarah G  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options Hours Closed now Tuesday 9:00 AM - 5:00 PM",,"2200 Mission College Blvd, Santa Clara, CA 95054-1537",2200 Mission College Blvd,Santa Clara,CA,95054-1537,2025-11-06 12:12:35,,,,United States
393,Oliver Winery,4.7,461,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/fa/67/f2/oliver-winery.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g36942-d612831-Reviews-Oliver_Winery-Bloomington_Indiana.html,"About Our wine experience is one of Indiana's best. In 2017, Travel + Leisure rated Oliver Winery a top 25 winery to visit in the U.S. We are Indiana’s oldest winery and one of the largest wineries in the U.S., with an award-winning winemaking team and distribution in 27 states. You’ll find an extensive but approachable wine list at the winery’s beautiful Tasting Room on Interstate 69. Taste an estate-bottled vintage from Creekbend Vineyard, sample our latest Pilot Project Experimental wine or our semi-sweet Blueberry, Cherry or Lemon Moscato, or sip a dry Oliver Cabernet Sauvignon or Sauvignon Blanc. Oliver Winery also offers special events spaces for personal or corporate celebrations, from rehearsal dinners to holiday parties. Check our website for the reserved experiences and details on current offerings.  5 of 5 bubbles Oct 2024 35 anniversary We just finished a wine tasting bar-side with Caroline. By JacquiM4  5 of 5 bubbles Jul 2024 Wine taste testing Great place to stop and taste some different wines By Russell D  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 12:00 PM - 6:00 PM Wednesday 12:00 PM - 6:00 PM Thursday 12:00 PM - 6:00 PM Friday 11:00 AM - 6:00 PM Saturday 11:00 AM - 8:00 PM Sunday 12:00 PM - 6:00 PM Monday 12:00 PM - 6:00 PM Tuesday 12:00 PM - 6:00 PM Suggest edits to improve what we show. Improve this listing About Our wine experience is one of Indiana's best. In 2017, Travel + Leisure rated Oliver Winery a top 25 winery to visit in the U.S. We are Indiana’s oldest winery and one of the largest wineries in the U.S., with an award-winning winemaking team and distribution in 27 states. You’ll find an extensive but approachable wine list at the winery’s beautiful Tasting Room on Interstate 69. Taste an estate-bottled vintage from Creekbend Vineyard, sample our latest Pilot Project Experimental wine or our semi-sweet Blueberry, Cherry or Lemon Moscato, or sip a dry Oliver Cabernet Sauvignon or Sauvignon Blanc. Oliver Winery also offers special events spaces for personal or corporate celebrations, from rehearsal dinners to holiday parties. Check our website for the reserved experiences and details on current offerings.  5 of 5 bubbles Oct 2024 35 anniversary We just finished a wine tasting bar-side with Caroline. By JacquiM4  5 of 5 bubbles Jul 2024 Wine taste testing Great place to stop and taste some different wines By Russell D  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Hours Closed now Wednesday 12:00 PM - 6:00 PM",,"200 E Winery Rd, Bloomington, IN 47404-9449",200 E Winery Rd,Bloomington,IN,47404-9449,2025-11-06 12:12:35,,,,United States
394,Cold Spring Tavern,4.5,612,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/d9/d2/ad/photo2jpg.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g33045-d102912-Reviews-Cold_Spring_Tavern-Santa_Barbara_California.html,"About A popular mountain for hiking outside of Santa Barbara.  5 of 5 bubbles Oct 2025 Cold Spring Tavern is a charming historic spot tucked away in the mountains The rustic setting , delicious food (especially the tri-tip sandwiches), and cozy old-world atmosphere make it a must-... By WARREN M  5 of 5 bubbles Jul 2025 Definitely a hidden gem We both ordered the tri tip sandwich that’s served on a delicious toasted bolillo bread. By Alexandra H  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now Tuesday Closed Wednesday Closed Thursday 11:30 AM - 3:00 PM Friday 11:30 AM - 4:00 PM Saturday 11:30 AM - 4:00 PM Sunday 11:30 AM - 4:00 PM Monday 11:30 AM - 3:00 PM Suggest edits to improve what we show. Improve this listing About A popular mountain for hiking outside of Santa Barbara.  5 of 5 bubbles Oct 2025 Cold Spring Tavern is a charming historic spot tucked away in the mountains The rustic setting , delicious food (especially the tri-tip sandwiches), and cozy old-world atmosphere make it a must-... By WARREN M  5 of 5 bubbles Jul 2025 Definitely a hidden gem We both ordered the tri tip sandwich that’s served on a delicious toasted bolillo bread. By Alexandra H  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Hours Closed now Tuesday Closed",,"5995 Stagecoach Rd, Santa Barbara, CA 93105-9776",5995 Stagecoach Rd,Santa Barbara,CA,93105-9776,2025-11-06 12:12:35,,,,United States
395,Hill Aerospace Museum,4.7,736,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ee/4d/89/b-17-at-hill-aerospace.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html,"About Hill Aerospace Museum is located on approximately 30 acres of the northwest corner of Hill Air Force Base, five miles south of Ogden, Utah. The Museum, which opened in 1986, was founded in 1981 as a part of the United States Air Force Heritage Program. The Utah Museum hosted its five millionth visitor in the fall of 2019. More than 360,000 visitors, coming from every state and from many foreign countries, visited the museum in 2019. Not only does the Museum have close to 100 aircraft displayed in its two inside galleries and outside air park, it exhibits thousands of artifacts depicting the history of aviation of the United States Air Force, Hill Air Force Base and the State of Utah. Hill Aerospace Museum also has a STEM Education program housed in the Lt. General Marc C. Reynolds Aerospace Center for Education. FREE ADMISSION! FREE ADMISSION!  Duration: 1-2 hours 5 of 5 bubbles Jul 2025 A brilliant slice of Hill AFB history! Decades of Hill AFB history, and a nice gift shop too. By Stacey A  5 of 5 bubbles May 2025 Awesome museum ... good representation of different planes from different time span - majority of these planes are from the Air Force . By Travelfunatic  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 9:00 AM - 4:00 PM Wednesday 9:00 AM - 4:00 PM Thursday 9:00 AM - 4:00 PM Friday 9:00 AM - 4:00 PM Saturday 9:00 AM - 4:00 PM Sunday Closed Monday Closed Tuesday 9:00 AM - 4:00 PM Suggest edits to improve what we show. Improve this listing About Hill Aerospace Museum is located on approximately 30 acres of the northwest corner of Hill Air Force Base, five miles south of Ogden, Utah. The Museum, which opened in 1986, was founded in 1981 as a part of the United States Air Force Heritage Program. The Utah Museum hosted its five millionth visitor in the fall of 2019. More than 360,000 visitors, coming from every state and from many foreign countries, visited the museum in 2019. Not only does the Museum have close to 100 aircraft displayed in its two inside galleries and outside air park, it exhibits thousands of artifacts depicting the history of aviation of the United States Air Force, Hill Air Force Base and the State of Utah. Hill Aerospace Museum also has a STEM Education program housed in the Lt. General Marc C. Reynolds Aerospace Center for Education. FREE ADMISSION! FREE ADMISSION!  Duration: 1-2 hours 5 of 5 bubbles Jul 2025 A brilliant slice of Hill AFB history! Decades of Hill AFB history, and a nice gift shop too. By Stacey A  5 of 5 bubbles May 2025 Awesome museum ... good representation of different planes from different time span - majority of these planes are from the Air Force . By Travelfunatic  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options Hours Closed now Wednesday 9:00 AM - 4:00 PM",1-2 hours,"7961 Cottonwood Street Hill Air Force Base, Ogden, UT 84056-5842",7961 Cottonwood Street Hill Air Force Base,Ogden,UT,84056-5842,2025-11-06 12:12:35,,,,United States
